326,326,326,326,326,326,0  ,370,370,370,0  ,366,366,366,366,366,366,366,366,366,366,366,366,366,0  ,386,386,0  ,382,382,0  ,352,352,0  ,351,351,351,351,351,351,351,0  ,371,371,371,371,371,371,371,371,371,371,0  ,350,350,350,350,350,350,350,0  ,393,393,393,393,0  ,391,391,0  ,388,388,0  ,385,385,385,0  ,349,349,349,0  ,365,365,0  ,332,332,332,0  ,331,331,0  ,330,330,330,0  ,295,295,295,295,295,0  ,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,0  ,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,0  ,274,274,274,274,274,274,274,274,274,274,274,274,274,0  ,231,231,0  ,178,178,178,178,178,0  ,232,232,0  ,228,228,228,0  ,246,246,0  ,221,221,221,221,221,221,221,221,221,221,221,221,0  ,269,269,269,269,269,269,269,269,0  ,180,180,180,180,180,180,180,180,180,180,180,0  ,242,242,242,242,242,0  ,235,235,235,235,0  ,254,254,254,0  ,223,223,223,0  ,265,265,0  ,260,260,0  ,255,255,0  ,281,281
0  ,326,326,326,326,326,326,0  ,370,370,370,0  ,366,366,366,366,366,366,366,366,366,366,366,366,0  ,386,386,0  ,382,382,0  ,352,352,0  ,351,351,351,351,351,351,351,0  ,371,371,371,371,371,371,371,371,371,0  ,350,350,350,350,350,350,350,0  ,393,393,393,393,0  ,391,391,0  ,388,388,0  ,385,385,385,0  ,349,349,349,0  ,365,365,0  ,332,332,332,0  ,331,331,0  ,330,330,330,0  ,295,295,295,295,295,295,295,0  ,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,0  ,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,0  ,274,274,274,274,274,274,274,274,274,274,274,274,274,0  ,231,231,0  ,178,178,178,178,178,0  ,232,232,0  ,228,228,228,0  ,246,246,0  ,221,221,221,221,221,221,221,221,221,221,221,221,0  ,269,269,269,269,269,269,269,0  ,180,180,180,180,180,180,180,180,180,180,180,0  ,242,242,242,242,242,0  ,235,235,235,235,0  ,254,254,254,0  ,223,223,223,0  ,265,265,0  ,260,260,0  ,255,255,0  ,281,281,0  
317,0  ,326,326,326,326,326,326,0  ,370,370,370,0  ,366,366,366,366,366,366,366,366,366,366,366,0  ,386,386,0  ,382,382,0  ,352,352,0  ,351,351,351,351,351,351,351,0  ,371,371,371,371,371,371,371,371,0  ,350,350,350,350,350,350,350,0  ,393,393,393,393,0  ,391,391,0  ,388,388,0  ,385,385,385,0  ,349,349,349,0  ,365,365,0  ,332,332,332,0  ,331,331,0  ,330,330,330,0  ,333,0  ,295,295,295,295,295,295,295,0  ,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,0  ,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,0  ,274,274,274,274,274,274,274,274,274,274,274,274,274,0  ,231,231,0  ,178,178,178,178,178,0  ,232,232,0  ,228,228,228,0  ,246,246,0  ,221,221,221,221,221,221,221,221,221,221,221,221,0  ,269,269,269,269,269,269,0  ,180,180,180,180,180,180,180,180,180,180,180,0  ,242,242,242,242,242,0  ,235,235,235,235,0  ,254,254,254,0  ,223,223,223,0  ,265,265,0  ,260,260,0  ,255,255,0  ,281,281,0  ,176
317,317,0  ,326,326,326,326,326,326,0  ,370,370,370,0  ,366,366,366,366,366,366,366,366,366,366,0  ,386,386,0  ,382,382,0  ,352,352,0  ,351,351,351,351,351,351,351,0  ,371,371,371,371,371,371,371,0  ,350,350,350,350,350,350,350,0  ,393,393,393,393,0  ,391,391,0  ,388,388,0  ,385,385,385,0  ,349,349,349,0  ,365,365,0  ,332,332,332,0  ,331,331,0  ,330,330,330,0  ,333,333,0  ,0  ,295,295,295,295,295,295,295,0  ,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,0  ,310,0  ,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,0  ,274,274,274,274,274,274,274,274,274,274,274,274,274,0  ,231,231,0  ,178,178,178,178,178,0  ,232,232,0  ,228,228,228,0  ,246,246,0  ,221,221,221,221,221,221,221,221,221,221,221,221,0  ,269,269,269,269,269,0  ,180,180,180,180,180,180,180,180,180,180,180,0  ,242,242,242,242,242,0  ,235,235,235,235,0  ,254,254,254,0  ,223,223,223,0  ,265,265,0  ,260,260,0  ,255,255,0  ,281,281,0  ,176,176
0  ,317,317,0  ,326,326,326,326,326,326,0  ,370,370,370,0  ,366,366,366,366,366,366,366,366,366,0  ,386,386,0  ,382,382,0  ,352,352,0  ,351,351,351,351,351,351,351,0  ,371,371,371,371,371,371,0  ,350,350,350,350,350,350,350,0  ,393,393,393,393,0  ,391,391,0  ,388,388,0  ,385,385,385,0  ,349,349,349,0  ,365,365,0  ,332,332,332,0  ,331,331,0  ,330,330,330,0  ,333,333,0  ,299,299,0  ,295,295,295,295,295,295,295,0  ,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,0  ,310,310,0  ,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,0  ,274,274,274,274,274,274,274,274,274,274,274,274,0  ,231,231,0  ,178,178,178,178,178,0  ,232,232,0  ,228,228,228,0  ,246,246,0  ,221,221,221,221,221,221,221,221,221,221,221,221,0  ,269,269,269,269,0  ,180,180,180,180,180,180,180,180,180,180,180,0  ,242,242,242,242,242,0  ,235,235,235,235,0  ,254,254,254,0  ,223,223,223,0  ,265,265,0  ,260,260,0  ,255,255,0  ,281,281,0  ,176,176,176
340,0  ,317,317,0  ,326,326,326,326,326,326,0  ,370,370,370,0  ,366,366,366,366,366,366,366,366,0  ,386,386,0  ,382,382,0  ,352,352,0  ,351,351,351,351,351,351,351,0  ,371,371,371,371,371,0  ,350,350,350,350,350,350,350,0  ,393,393,393,393,0  ,391,391,0  ,388,388,0  ,385,385,385,0  ,349,349,349,0  ,365,365,0  ,332,332,332,0  ,331,331,0  ,330,330,330,0  ,333,333,0  ,368,0  ,299,299,0  ,295,295,295,295,295,295,295,0  ,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,0  ,310,310,310,0  ,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,0  ,217,0  ,274,274,274,274,274,274,274,274,274,274,274,0  ,231,231,0  ,178,178,178,178,178,0  ,232,232,0  ,228,228,228,0  ,246,246,0  ,221,221,221,221,221,221,221,221,221,221,221,221,0  ,269,269,269,0  ,180,180,180,180,180,180,180,180,180,180,180,0  ,242,242,242,242,242,0  ,235,235,235,235,0  ,254,254,254,0  ,223,223,223,0  ,265,265,0  ,260,260,0  ,255,255,0  ,281,281,0  ,176,176,176,176
340,340,0  ,317,317,0  ,326,326,326,326,326,326,0  ,370,370,370,0  ,366,366,366,366,366,366,366,0  ,386,386,0  ,382,382,0  ,352,352,0  ,351,351,351,351,351,351,351,0  ,371,371,371,371,0  ,350,350,350,350,350,350,350,0  ,393,393,393,393,0  ,391,391,0  ,388,388,0  ,385,385,385,0  ,349,349,349,0  ,365,365,0  ,332,332,332,0  ,331,331,0  ,330,330,330,0  ,333,333,0  ,368,368,0  ,299,299,299,0  ,295,295,295,295,295,295,295,0  ,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,0  ,310,310,310,310,0  ,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,0  ,217,217,0  ,274,274,274,274,274,274,274,274,274,274,0  ,231,231,0  ,178,178,178,178,178,0  ,232,232,0  ,228,228,228,0  ,246,246,0  ,221,221,221,221,221,221,221,221,221,221,221,221,0  ,269,269,0  ,180,180,180,180,180,180,180,180,180,180,180,0  ,242,242,242,242,242,0  ,235,235,235,235,0  ,254,254,254,0  ,223,223,223,0  ,265,265,0  ,260,260,0  ,255,255,0  ,281,281,0  ,176,176,176,176,0  
340,340,340,0  ,317,317,0  ,326,326,326,326,326,326,0  ,370,370,370,0  ,366,366,366,366,366,366,0  ,386,386,0  ,382,382,0  ,352,352,352,0  ,351,351,351,351,351,351,351,0  ,371,371,0  ,350,350,350,350,350,350,350,0  ,393,393,393,393,0  ,391,391,0  ,388,388,0  ,385,385,385,0  ,349,349,349,0  ,365,365,0  ,332,332,332,0  ,331,331,0  ,330,330,330,0  ,333,333,0  ,368,368,368,0  ,299,299,299,299,0  ,295,295,295,295,295,295,295,0  ,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,0  ,310,310,310,310,310,0  ,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,0  ,217,217,0  ,274,274,274,274,274,274,274,274,274,0  ,231,231,0  ,178,178,178,178,178,0  ,232,232,0  ,228,228,228,0  ,246,246,246,0  ,221,221,221,221,221,221,221,221,221,221,221,221,0  ,0  ,180,180,180,180,180,180,180,180,180,180,180,0  ,242,242,242,242,242,0  ,235,235,235,235,0  ,254,254,254,0  ,223,223,223,0  ,265,265,0  ,260,260,0  ,255,255,0  ,281,281,0  ,176,176,176,176,0  ,194
0  ,340,340,340,0  ,317,317,0  ,326,326,326,326,326,326,0  ,370,370,370,0  ,366,366,366,366,366,0  ,386,386,0  ,382,382,0  ,352,352,352,352,0  ,351,351,351,351,351,351,351,0  ,0  ,350,350,350,350,350,350,350,0  ,393,393,393,393,0  ,391,391,0  ,388,388,0  ,385,385,385,0  ,349,349,349,0  ,365,365,0  ,332,332,332,0  ,331,331,0  ,330,330,330,0  ,333,333,0  ,368,368,368,0  ,299,299,299,299,299,299,0  ,295,295,295,295,295,295,295,0  ,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,0  ,310,310,310,310,310,0  ,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,0  ,252,0  ,217,217,0  ,274,274,274,274,274,274,274,274,0  ,231,231,0  ,178,178,178,178,178,0  ,232,232,0  ,228,228,228,0  ,246,246,246,246,0  ,221,221,221,221,221,221,221,221,221,221,221,221,0  ,180,180,180,180,180,180,180,180,180,180,0  ,242,242,242,242,242,0  ,235,235,235,235,0  ,254,254,254,0  ,223,223,223,0  ,265,265,0  ,260,260,0  ,255,255,0  ,281,281,0  ,176,176,176,176,0  ,194,194
376,0  ,340,340,340,0  ,317,317,0  ,326,326,326,326,326,326,0  ,370,370,370,0  ,366,366,366,366,0  ,386,386,0  ,382,382,382,0  ,352,352,352,352,0  ,351,351,351,351,351,351,0  ,350,350,350,350,350,350,350,350,0  ,393,393,393,0  ,391,391,0  ,388,388,0  ,385,385,385,0  ,349,349,349,0  ,365,365,0  ,332,332,332,0  ,331,331,0  ,330,330,330,0  ,333,333,0  ,368,368,368,0  ,384,0  ,299,299,299,299,299,299,0  ,295,295,295,295,295,295,295,0  ,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,0  ,310,310,310,310,310,0  ,314,0  ,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,0  ,252,252,0  ,217,217,0  ,274,274,274,274,274,274,274,0  ,231,231,231,0  ,178,178,178,178,0  ,232,232,232,0  ,228,228,228,0  ,246,246,246,246,0  ,221,221,221,221,221,221,221,221,221,221,221,0  ,180,180,180,180,180,180,180,180,180,180,0  ,242,242,242,242,0  ,235,235,235,235,0  ,254,254,254,0  ,223,223,223,0  ,265,265,0  ,260,260,0  ,255,255,0  ,281,281,0  ,176,176,176,176,0  ,194,194,0  
